Verification_ID,Agent_ID,Payment_Amount
VER-007476,AGT-037,15.5
VER-008314,AGT-012,15.5
VER-006297,AGT-040,15.5
VER-008481,AGT-027,15.5
VER-005193,AGT-040,15.5
VER-006614,AGT-025,15.5
VER-004635,AGT-004,15.5
VER-005301,AGT-022,15.5
VER-002203,AGT-023,15.5
VER-008635,AGT-002,15.5
VER-007204,AGT-003,15.5
VER-001263,AGT-043,15.5
VER-006171,AGT-030,15.5
VER-000976,AGT-010,15.5
VER-006467,AGT-039,15.5
VER-004926,AGT-050,15.5
VER-000942,AGT-014,15.5
VER-005264,AGT-040,15.5
VER-004724,AGT-002,15.5
VER-002388,AGT-039,15.5
VER-005770,AGT-044,15.5
VER-005022,AGT-034,15.5
VER-004392,AGT-036,15.5
VER-005149,AGT-028,15.5
VER-003222,AGT-015,15.5
VER-003883,AGT-048,15.5
VER-009914,AGT-013,15.5
VER-007348,AGT-006,15.5
VER-006558,AGT-004,15.5
VER-002790,AGT-037,15.5
VER-000945,AGT-045,15.5
VER-009360,AGT-036,15.5
VER-001858,AGT-004,15.5
VER-009108,AGT-005,15.5
VER-004109,AGT-017,15.5
VER-005214,AGT-049,15.5
VER-008936,AGT-045,15.5
VER-003256,AGT-037,15.5
VER-002691,AGT-016,15.5
VER-008148,AGT-021,15.5
VER-008249,AGT-003,15.5
VER-001320,AGT-008,15.5
VER-007732,AGT-040,15.5
VER-000398,AGT-033,15.5
VER-005163,AGT-017,15.5
VER-006465,AGT-032,15.5
VER-007529,AGT-018,15.5
VER-006602,AGT-046,15.5
VER-006952,AGT-045,15.5
VER-003476,AGT-011,15.5
VER-003506,AGT-015,15.5
VER-004750,AGT-026,15.5
VER-002478,AGT-042,15.5
VER-006086,AGT-023,15.5
VER-007338,AGT-004,15.5
VER-009545,AGT-009,15.5
VER-004502,AGT-001,15.5
VER-005936,AGT-022,15.5
VER-009166,AGT-010,15.5
VER-007493,AGT-026,15.5
VER-001875,AGT-027,15.5
VER-008939,AGT-049,15.5
VER-008026,AGT-005,15.5
VER-009913,AGT-025,15.5
VER-005097,AGT-029,15.5
VER-002905,AGT-028,15.5
VER-000571,AGT-025,15.5
VER-001449,AGT-027,15.5
VER-006608,AGT-025,15.5
VER-006924,AGT-008,15.5
VER-007041,AGT-043,15.5
VER-009075,AGT-008,15.5
VER-009807,AGT-028,15.5
VER-007211,AGT-016,15.5
VER-003227,AGT-041,15.5
VER-001411,AGT-009,15.5
VER-003979,AGT-002,15.5
VER-004384,AGT-050,15.5
VER-008333,AGT-019,15.5
VER-003540,AGT-018,15.5
VER-006299,AGT-043,15.5
VER-007648,AGT-019,15.5
VER-005682,AGT-035,15.5
VER-002828,AGT-008,15.5
VER-005781,AGT-034,15.5
VER-007475,AGT-017,15.5
VER-004997,AGT-046,15.5
VER-001339,AGT-003,15.5
VER-003263,AGT-046,15.5
VER-007083,AGT-030,15.5
VER-001988,AGT-002,15.5
VER-005742,AGT-026,15.5
VER-000651,AGT-013,15.5
VER-002903,AGT-025,15.5
VER-002259,AGT-033,15.5
VER-005396,AGT-028,15.5
VER-009633,AGT-040,15.5
VER-003522,AGT-022,15.5
VER-002731,AGT-045,15.5
VER-008546,AGT-045,15.5
VER-004479,AGT-014,15.5
VER-005661,AGT-013,15.5
VER-001597,AGT-013,15.5
VER-007826,AGT-021,15.5
VER-002585,AGT-004,15.5
VER-006138,AGT-048,15.5
VER-003197,AGT-010,15.5
VER-007773,AGT-026,15.5
VER-005328,AGT-025,15.5
VER-008349,AGT-046,15.5
VER-005969,AGT-032,15.5
VER-001259,AGT-027,15.5
VER-005863,AGT-037,15.5
VER-000992,AGT-042,15.5
VER-003505,AGT-047,15.5
VER-000114,AGT-042,15.5
VER-000920,AGT-009,15.5
VER-002510,AGT-003,15.5
VER-009877,AGT-048,15.5
VER-000166,AGT-013,15.5
VER-005847,AGT-021,15.5
VER-007318,AGT-042,15.5
VER-004604,AGT-009,15.5
VER-000950,AGT-047,15.5
VER-004595,AGT-006,15.5
VER-007454,AGT-043,15.5
VER-003771,AGT-037,15.5
VER-002507,AGT-050,15.5
VER-005108,AGT-040,15.5
VER-002851,AGT-013,15.5
VER-007201,AGT-008,15.5
VER-009400,AGT-046,15.5
VER-008738,AGT-016,15.5
VER-004447,AGT-026,15.5
VER-005795,AGT-027,15.5
VER-004461,AGT-041,15.5
VER-007779,AGT-008,15.5
VER-002506,AGT-008,15.5
VER-001115,AGT-045,15.5
VER-008814,AGT-036,15.5
VER-000299,AGT-049,15.5
VER-001676,AGT-003,15.5
VER-003348,AGT-028,15.5
VER-002736,AGT-032,15.5
VER-005670,AGT-015,15.5
VER-008410,AGT-015,15.5
VER-004989,AGT-022,15.5
VER-009452,AGT-028,15.5
VER-006453,AGT-031,15.5
VER-004326,AGT-008,15.5
VER-007451,AGT-001,15.5
VER-008661,AGT-038,15.5
VER-004551,AGT-027,15.5
VER-005983,AGT-006,15.5
VER-009333,AGT-008,15.5
VER-008419,AGT-034,15.5
VER-002104,AGT-042,15.5
VER-005337,AGT-028,15.5
VER-006449,AGT-009,15.5
VER-007497,AGT-044,15.5
VER-008224,AGT-010,15.5
VER-001838,AGT-029,15.5
VER-008451,AGT-006,15.5
VER-008734,AGT-023,15.5
VER-009931,AGT-032,15.5
VER-005711,AGT-040,15.5
VER-000608,AGT-036,15.5
VER-006686,AGT-023,15.5
VER-001094,AGT-035,15.5
VER-006712,AGT-029,15.5
VER-007018,AGT-023,15.5
VER-009419,AGT-010,15.5
VER-004488,AGT-008,15.5
VER-000161,AGT-045,15.5
VER-000204,AGT-024,15.5
VER-007796,AGT-031,15.5
VER-006532,AGT-015,15.5
VER-004934,AGT-049,15.5
VER-002935,AGT-047,15.5
VER-008109,AGT-049,15.5
VER-002436,AGT-050,15.5
VER-001231,AGT-011,15.5
VER-009113,AGT-033,15.5
VER-003047,AGT-047,15.5
VER-005706,AGT-033,15.5
VER-004990,AGT-009,15.5
VER-006342,AGT-040,15.5
VER-009537,AGT-029,15.5
VER-007105,AGT-026,15.5
VER-004252,AGT-026,15.5
VER-006187,AGT-042,15.5
VER-003294,AGT-019,15.5
VER-004035,AGT-041,15.5
VER-002726,AGT-001,15.5
VER-004291,AGT-031,15.5
VER-004335,AGT-013,15.5
VER-006572,AGT-004,15.5
VER-003878,AGT-047,15.5
VER-006026,AGT-039,15.5
VER-006392,AGT-045,15.5
VER-004754,AGT-029,15.5
VER-004887,AGT-009,15.5
VER-000858,AGT-024,15.5
VER-000371,AGT-035,15.5
VER-008791,AGT-001,15.5
VER-002562,AGT-032,15.5
VER-003802,AGT-049,15.5
VER-002641,AGT-025,15.5
VER-005456,AGT-011,15.5
VER-007382,AGT-049,15.5
VER-004491,AGT-019,15.5
VER-002348,AGT-016,15.5
VER-000650,AGT-046,15.5
VER-002782,AGT-024,15.5
VER-006267,AGT-043,15.5
VER-008970,AGT-018,15.5
VER-009115,AGT-023,15.5
VER-008138,AGT-030,15.5
VER-000616,AGT-014,15.5
VER-008865,AGT-048,15.5
VER-002576,AGT-021,15.5
VER-000054,AGT-047,15.5
VER-003341,AGT-003,15.5
VER-009502,AGT-043,15.5
VER-001706,AGT-041,15.5
VER-009518,AGT-015,15.5
VER-006062,AGT-019,15.5
VER-001494,AGT-026,15.5
VER-005877,AGT-012,15.5
VER-005607,AGT-029,15.5
VER-006246,AGT-042,15.5
VER-000804,AGT-010,15.5
VER-004954,AGT-025,15.5
VER-007682,AGT-041,15.5
VER-008947,AGT-014,15.5
VER-000991,AGT-019,15.5
VER-002775,AGT-008,15.5
VER-008273,AGT-002,15.5
VER-007119,AGT-028,15.5
VER-003514,AGT-038,15.5
VER-006077,AGT-009,15.5
VER-008817,AGT-016,15.5
VER-000220,AGT-023,15.5
VER-006149,AGT-008,15.5
VER-001289,AGT-049,15.5
VER-003164,AGT-021,15.5
VER-004679,AGT-012,15.5
VER-002619,AGT-002,15.5
VER-003613,AGT-025,15.5
VER-000044,AGT-018,15.5
VER-008417,AGT-031,15.5
VER-007245,AGT-015,15.5
VER-003793,AGT-034,15.5
VER-003572,AGT-021,15.5
VER-008582,AGT-033,15.5
VER-001504,AGT-042,15.5
VER-006162,AGT-005,15.5
VER-003170,AGT-042,15.5
VER-003440,AGT-014,15.5
VER-001893,AGT-034,15.5
VER-009794,AGT-022,15.5
VER-005256,AGT-015,15.5
VER-001956,AGT-041,15.5
VER-005168,AGT-029,15.5
VER-004815,AGT-046,15.5
VER-006948,AGT-021,15.5
VER-001506,AGT-039,15.5
VER-000671,AGT-045,15.5
VER-009630,AGT-012,15.5
VER-007812,AGT-012,15.5
VER-000898,AGT-050,15.5
VER-006848,AGT-032,15.5
VER-002667,AGT-023,15.5
VER-003194,AGT-022,15.5
VER-002891,AGT-008,15.5
VER-007884,AGT-011,15.5
VER-006386,AGT-014,15.5
VER-002622,AGT-014,15.5
VER-006659,AGT-047,15.5
VER-006829,AGT-023,15.5
VER-006902,AGT-028,15.5
VER-005814,AGT-048,15.5
VER-000003,AGT-015,15.5
VER-005971,AGT-044,15.5
VER-002371,AGT-016,15.5
VER-003805,AGT-044,15.5
VER-001770,AGT-005,15.5
VER-008927,AGT-035,15.5
VER-007764,AGT-005,15.5
VER-000532,AGT-050,15.5
VER-009057,AGT-046,15.5
VER-009085,AGT-042,15.5
VER-007332,AGT-007,15.5
VER-008952,AGT-029,15.5
VER-003121,AGT-013,15.5
VER-009479,AGT-040,15.5
VER-000732,AGT-016,15.5
VER-003407,AGT-023,15.5
VER-002340,AGT-046,15.5
VER-005992,AGT-028,15.5
VER-006612,AGT-038,15.5
VER-006481,AGT-017,15.5
VER-002566,AGT-038,15.5
VER-002582,AGT-003,15.5
VER-008600,AGT-030,15.5
VER-007444,AGT-021,15.5
VER-007747,AGT-030,15.5
VER-006082,AGT-018,15.5
VER-006623,AGT-010,15.5
VER-009430,AGT-016,15.5
VER-001256,AGT-002,15.5
VER-002105,AGT-044,15.5
VER-007468,AGT-016,15.5
VER-007423,AGT-038,15.5
VER-006903,AGT-033,15.5
VER-009614,AGT-027,15.5
VER-004995,AGT-013,15.5
VER-009424,AGT-016,15.5
VER-007583,AGT-033,15.5
VER-005058,AGT-049,15.5
VER-006482,AGT-002,15.5
VER-004435,AGT-014,15.5
VER-003485,AGT-003,15.5
VER-009971,AGT-017,15.5
VER-005319,AGT-019,15.5
VER-003817,AGT-034,15.5
VER-006347,AGT-010,15.5
VER-009355,AGT-050,15.5
VER-002547,AGT-028,15.5
VER-006154,AGT-012,15.5
VER-001622,AGT-044,15.5
VER-009897,AGT-015,15.5
VER-006996,AGT-003,15.5
VER-009685,AGT-028,15.5
VER-009354,AGT-023,15.5
VER-001097,AGT-040,15.5
VER-008892,AGT-039,15.5
VER-009959,AGT-016,15.5
VER-007530,AGT-043,15.5
VER-002464,AGT-018,15.5
VER-007920,AGT-040,15.5
VER-001789,AGT-039,15.5
VER-000251,AGT-036,15.5
VER-008266,AGT-023,15.5
VER-002702,AGT-038,15.5
VER-009683,AGT-007,15.5
VER-000193,AGT-008,15.5
VER-000821,AGT-028,15.5
VER-005967,AGT-036,15.5
VER-006331,AGT-050,15.5
VER-007967,AGT-009,15.5
VER-006244,AGT-004,15.5
VER-004401,AGT-040,15.5
VER-007799,AGT-039,15.5
VER-005389,AGT-015,15.5
VER-004167,AGT-044,15.5
VER-004952,AGT-042,15.5
VER-002688,AGT-046,15.5
VER-004391,AGT-010,15.5
VER-006497,AGT-045,15.5
VER-006626,AGT-050,15.5
VER-004928,AGT-038,15.5
VER-007781,AGT-024,15.5
VER-005553,AGT-044,15.5
VER-002608,AGT-006,15.5
VER-009331,AGT-040,15.5
VER-000239,AGT-006,15.5
VER-004016,AGT-050,15.5
VER-009730,AGT-033,15.5
VER-002978,AGT-019,15.5
VER-006329,AGT-022,15.5
VER-008116,AGT-024,15.5
VER-006750,AGT-032,15.5
VER-005474,AGT-008,15.5
VER-000946,AGT-026,15.5
VER-008831,AGT-013,15.5
VER-008348,AGT-048,15.5
VER-005098,AGT-019,15.5
VER-006056,AGT-017,15.5
VER-002042,AGT-008,15.5
VER-006437,AGT-035,15.5
VER-003553,AGT-035,15.5
VER-001621,AGT-016,15.5
VER-003361,AGT-017,15.5
VER-006871,AGT-047,15.5
VER-005629,AGT-013,15.5
VER-002411,AGT-009,15.5
VER-005784,AGT-042,15.5
VER-004508,AGT-036,15.5
VER-008879,AGT-036,15.5
VER-003983,AGT-031,15.5
VER-000147,AGT-015,15.5
VER-007908,AGT-030,15.5
VER-002295,AGT-021,15.5
VER-002254,AGT-028,15.5
VER-003612,AGT-008,15.5
VER-005354,AGT-027,15.5
VER-001737,AGT-013,15.5
VER-006502,AGT-019,15.5
VER-009967,AGT-026,15.5
VER-000115,AGT-039,15.5
VER-009595,AGT-002,15.5
VER-006264,AGT-046,15.5
VER-009952,AGT-042,15.5
VER-000499,AGT-026,15.5
VER-004734,AGT-049,15.5
VER-000721,AGT-014,15.5
VER-007953,AGT-013,15.5
VER-009294,AGT-005,15.5
VER-006348,AGT-032,15.5
VER-006792,AGT-023,15.5
VER-003090,AGT-035,15.5
VER-008001,AGT-045,15.5
VER-008132,AGT-015,15.5
VER-007225,AGT-035,15.5
VER-000597,AGT-041,15.5
VER-009766,AGT-045,15.5
VER-006753,AGT-009,15.5
VER-007024,AGT-042,15.5
VER-005165,AGT-037,15.5
VER-009607,AGT-030,15.5
VER-001648,AGT-049,15.5
VER-006793,AGT-016,15.5
VER-008419,AGT-034,15.5
VER-002701,AGT-036,15.5
VER-004107,AGT-037,15.5
VER-001701,AGT-004,15.5
VER-009397,AGT-013,15.5
VER-005405,AGT-002,15.5
VER-007992,AGT-004,15.5
VER-006573,AGT-011,15.5
VER-002943,AGT-003,15.5
VER-006990,AGT-006,15.5
VER-000087,AGT-045,15.5
VER-002309,AGT-008,15.5
VER-002678,AGT-031,15.5
VER-008629,AGT-033,15.5
VER-008608,AGT-005,15.5
VER-002595,AGT-012,15.5
VER-006523,AGT-043,15.5
VER-001030,AGT-030,15.5
VER-000137,AGT-047,15.5
VER-007573,AGT-025,15.5
VER-006804,AGT-034,15.5
VER-002855,AGT-032,15.5
VER-004410,AGT-003,15.5
VER-001201,AGT-046,15.5
VER-006122,AGT-002,15.5
VER-004718,AGT-041,15.5
VER-009996,AGT-026,15.5
VER-007314,AGT-037,15.5
VER-000567,AGT-045,15.5
VER-008046,AGT-008,15.5
VER-005934,AGT-006,15.5
VER-005431,AGT-023,15.5
VER-005869,AGT-048,15.5
VER-003928,AGT-007,15.5
VER-008096,AGT-048,15.5
VER-008297,AGT-004,15.5
VER-006276,AGT-050,15.5
VER-007291,AGT-035,15.5
VER-002306,AGT-026,15.5
VER-007253,AGT-003,15.5
VER-009365,AGT-041,15.5
VER-008690,AGT-037,15.5
VER-002331,AGT-037,15.5
VER-003516,AGT-029,15.5
VER-002188,AGT-012,15.5
VER-000196,AGT-037,15.5
VER-009409,AGT-019,15.5
VER-006281,AGT-011,15.5
VER-005060,AGT-039,15.5
VER-000803,AGT-037,15.5
VER-005716,AGT-038,15.5
VER-008693,AGT-031,15.5
VER-000242,AGT-048,15.5
VER-002069,AGT-037,15.5
VER-002107,AGT-014,15.5
VER-009187,AGT-005,15.5
VER-000645,AGT-010,15.5
VER-009846,AGT-025,15.5
VER-005104,AGT-003,15.5
VER-005461,AGT-034,15.5
VER-001638,AGT-004,15.5
VER-000121,AGT-012,15.5
VER-005874,AGT-011,15.5
VER-002982,AGT-004,15.5
VER-005070,AGT-007,15.5
VER-003075,AGT-005,15.5
VER-009381,AGT-014,15.5
VER-003279,AGT-040,15.5
VER-002136,AGT-031,15.5
VER-007037,AGT-006,15.5
VER-004971,AGT-049,15.5
VER-008244,AGT-029,15.5
VER-000135,AGT-035,15.5
VER-004352,AGT-018,15.5
VER-005325,AGT-002,15.5
VER-006313,AGT-020,15.5
VER-006826,AGT-014,15.5
VER-002560,AGT-008,15.5
VER-000063,AGT-050,15.5
VER-001359,AGT-004,15.5
VER-007266,AGT-034,15.5
VER-007136,AGT-015,15.5
VER-006463,AGT-044,15.5
VER-002468,AGT-041,15.5
VER-000680,AGT-010,15.5
VER-007533,AGT-001,15.5
VER-000742,AGT-008,15.5
VER-005308,AGT-032,15.5
VER-007478,AGT-006,15.5
VER-003642,AGT-041,15.5
VER-000445,AGT-006,15.5
VER-008575,AGT-010,15.5
VER-003259,AGT-009,15.5
VER-004664,AGT-002,15.5
VER-001874,AGT-011,15.5
VER-007062,AGT-035,15.5
VER-002597,AGT-049,15.5
VER-001718,AGT-040,15.5
VER-002913,AGT-027,15.5
VER-002844,AGT-010,15.5
VER-004028,AGT-012,15.5
VER-005489,AGT-013,15.5
VER-009068,AGT-020,15.5
VER-004486,AGT-045,15.5
VER-002557,AGT-006,15.5
VER-000490,AGT-028,15.5
VER-000494,AGT-030,15.5
VER-000691,AGT-008,15.5
VER-007147,AGT-019,15.5
VER-003822,AGT-018,15.5
VER-000603,AGT-025,15.5
VER-001912,AGT-046,15.5
VER-001015,AGT-031,15.5
VER-009300,AGT-020,15.5
VER-001994,AGT-015,15.5
VER-006394,AGT-020,15.5
VER-003758,AGT-027,15.5
VER-002367,AGT-047,15.5
VER-005284,AGT-010,15.5
VER-004371,AGT-042,15.5
VER-007629,AGT-027,15.5
VER-007763,AGT-003,15.5
VER-001362,AGT-014,15.5
VER-007038,AGT-032,15.5
VER-001527,AGT-024,15.5
VER-001328,AGT-046,15.5
VER-009659,AGT-049,15.5
VER-008527,AGT-008,15.5
VER-001552,AGT-017,15.5
VER-006953,AGT-044,15.5
VER-001573,AGT-042,15.5
VER-001338,AGT-001,15.5
VER-003902,AGT-050,15.5
VER-003011,AGT-034,15.5
VER-005042,AGT-010,15.5
VER-002621,AGT-018,15.5
VER-002251,AGT-005,15.5
VER-007251,AGT-008,15.5
VER-005040,AGT-019,15.5
VER-002347,AGT-043,15.5
VER-009750,AGT-002,15.5
VER-005486,AGT-028,15.5
VER-009319,AGT-030,15.5
VER-002785,AGT-005,15.5
VER-005695,AGT-027,15.5
VER-005120,AGT-015,15.5
VER-005167,AGT-044,15.5
VER-005556,AGT-007,15.5
VER-005600,AGT-032,15.5
VER-007408,AGT-030,15.5
VER-000151,AGT-013,15.5
VER-002805,AGT-040,15.5
VER-008413,AGT-017,15.5
VER-002087,AGT-039,15.5
VER-003752,AGT-024,15.5
VER-005613,AGT-020,15.5
VER-002260,AGT-041,15.5
VER-004018,AGT-046,15.5
VER-008594,AGT-028,15.5
VER-006714,AGT-043,15.5
VER-002425,AGT-024,15.5
VER-004139,AGT-036,15.5
VER-003857,AGT-048,15.5
VER-000860,AGT-030,15.5
VER-005368,AGT-001,15.5
VER-002963,AGT-009,15.5
VER-008632,AGT-031,15.5
VER-008107,AGT-022,15.5
VER-008994,AGT-030,15.5
VER-004740,AGT-010,15.5
VER-009026,AGT-042,15.5
VER-004463,AGT-004,15.5
VER-005529,AGT-048,15.5
VER-001365,AGT-018,15.5
VER-001780,AGT-039,15.5
VER-006508,AGT-013,15.5
VER-004786,AGT-019,15.5
VER-007026,AGT-033,15.5
VER-001819,AGT-004,15.5
VER-000370,AGT-031,15.5
VER-004938,AGT-050,15.5
VER-002705,AGT-037,15.5
VER-005286,AGT-045,15.5
VER-000176,AGT-028,15.5
VER-008242,AGT-047,15.5
VER-002094,AGT-021,15.5
VER-008923,AGT-029,15.5
VER-003492,AGT-017,15.5
VER-001921,AGT-046,15.5
VER-000083,AGT-023,15.5
VER-000817,AGT-049,15.5
VER-009034,AGT-007,15.5
VER-008145,AGT-050,15.5
VER-004397,AGT-043,15.5
VER-007503,AGT-045,15.5
VER-005569,AGT-049,15.5
VER-000284,AGT-005,15.5
VER-006125,AGT-018,15.5
VER-004121,AGT-044,15.5
VER-008387,AGT-023,15.5
VER-000610,AGT-041,15.5
VER-002916,AGT-015,15.5
VER-001814,AGT-015,15.5
VER-001272,AGT-029,15.5
VER-007521,AGT-033,15.5
VER-005994,AGT-004,15.5
VER-002995,AGT-038,15.5
VER-007874,AGT-048,15.5
VER-007434,AGT-035,15.5
VER-006105,AGT-030,15.5
VER-008147,AGT-012,15.5
VER-002643,AGT-034,15.5
VER-007272,AGT-018,15.5
VER-004509,AGT-034,15.5
VER-002306,AGT-026,15.5
VER-009394,AGT-030,15.5
VER-009564,AGT-021,15.5
VER-004196,AGT-020,15.5
VER-005563,AGT-025,15.5
VER-004841,AGT-043,15.5
VER-004656,AGT-043,15.5
VER-008580,AGT-018,15.5
VER-004169,AGT-010,15.5
VER-003850,AGT-041,15.5
VER-009819,AGT-009,15.5
VER-008818,AGT-017,15.5
VER-005254,AGT-032,15.5
VER-001765,AGT-042,15.5
VER-005534,AGT-015,15.5
VER-002415,AGT-042,15.5
VER-003555,AGT-014,15.5
VER-004692,AGT-050,15.5
VER-004499,AGT-015,15.5
VER-002196,AGT-050,15.5
VER-005046,AGT-001,15.5
VER-002601,AGT-045,15.5
VER-006164,AGT-016,15.5
VER-006374,AGT-037,15.5
VER-001519,AGT-044,15.5
VER-004765,AGT-047,15.5
VER-004315,AGT-018,15.5
VER-003367,AGT-027,15.5
VER-006059,AGT-004,15.5
VER-006721,AGT-007,15.5
VER-007301,AGT-021,15.5
VER-006310,AGT-016,15.5
VER-002634,AGT-046,15.5
VER-007857,AGT-006,15.5
VER-005634,AGT-027,15.5
VER-008606,AGT-047,15.5
VER-005923,AGT-035,15.5
VER-009774,AGT-032,15.5
VER-009237,AGT-001,15.5
VER-002435,AGT-033,15.5
VER-002334,AGT-036,15.5
VER-007494,AGT-013,15.5
VER-007712,AGT-021,15.5
VER-007333,AGT-001,15.5
VER-006065,AGT-022,15.5
VER-004521,AGT-005,15.5
VER-005588,AGT-028,15.5
VER-003546,AGT-008,15.5
VER-009243,AGT-023,15.5
VER-003440,AGT-014,15.5
VER-009254,AGT-017,15.5
VER-005532,AGT-040,15.5
VER-005445,AGT-046,15.5
VER-000518,AGT-005,15.5
VER-009647,AGT-018,15.5
VER-006161,AGT-008,15.5
VER-007610,AGT-020,15.5
VER-008739,AGT-038,15.5
VER-008492,AGT-002,15.5
VER-007117,AGT-013,15.5
VER-001416,AGT-039,15.5
VER-004665,AGT-022,15.5
VER-004457,AGT-017,15.5
VER-002762,AGT-041,15.5
VER-005912,AGT-017,15.5
VER-004856,AGT-005,15.5
VER-009310,AGT-001,15.5
VER-000128,AGT-035,15.5
VER-003475,AGT-035,15.5
VER-006359,AGT-031,15.5
VER-008489,AGT-041,15.5
VER-004311,AGT-005,15.5
VER-002439,AGT-049,15.5
VER-003766,AGT-030,15.5
VER-007622,AGT-020,15.5
VER-008065,AGT-023,15.5
VER-006476,AGT-046,15.5
VER-006889,AGT-014,15.5
VER-008059,AGT-031,15.5
VER-001474,AGT-039,15.5
VER-006341,AGT-012,15.5
VER-004822,AGT-017,15.5
VER-007664,AGT-036,15.5
VER-003561,AGT-013,15.5
VER-003952,AGT-046,15.5
VER-000050,AGT-026,15.5
VER-005438,AGT-017,15.5
VER-002974,AGT-011,15.5
VER-000888,AGT-004,15.5
VER-006262,AGT-016,15.5
VER-006044,AGT-040,15.5
VER-002617,AGT-002,15.5
VER-000517,AGT-001,15.5
VER-003169,AGT-004,15.5
VER-002950,AGT-034,15.5
VER-001425,AGT-034,15.5
VER-000140,AGT-001,15.5
VER-001925,AGT-014,15.5
VER-002379,AGT-004,15.5
VER-003198,AGT-034,15.5
VER-005132,AGT-029,15.5
VER-000113,AGT-005,15.5
VER-004560,AGT-021,15.5
VER-004596,AGT-001,15.5
VER-008444,AGT-013,15.5
VER-003251,AGT-008,15.5
VER-004691,AGT-033,15.5
VER-008198,AGT-049,15.5
VER-003698,AGT-032,15.5
VER-004547,AGT-030,15.5
VER-000235,AGT-038,15.5
VER-003278,AGT-043,15.5
VER-006969,AGT-021,15.5
VER-009130,AGT-038,15.5
VER-004069,AGT-015,15.5
VER-004409,AGT-029,15.5
VER-009069,AGT-040,15.5
VER-009020,AGT-002,15.5
VER-008177,AGT-007,15.5
VER-003223,AGT-022,15.5
VER-008623,AGT-029,15.5
VER-000452,AGT-016,15.5
VER-003732,AGT-031,15.5
VER-009407,AGT-032,15.5
VER-004987,AGT-003,15.5
VER-003664,AGT-003,15.5
VER-002764,AGT-002,15.5
VER-000659,AGT-029,15.5
VER-005603,AGT-003,15.5
VER-001856,AGT-034,15.5
VER-004621,AGT-036,15.5
VER-001000,AGT-037,15.5
VER-000390,AGT-023,15.5
VER-003408,AGT-027,15.5
VER-006427,AGT-005,15.5
VER-001477,AGT-034,15.5
VER-002241,AGT-025,15.5
VER-002387,AGT-010,15.5
VER-009603,AGT-030,15.5
VER-000993,AGT-041,15.5
VER-004998,AGT-047,15.5
VER-003923,AGT-050,15.5
VER-002973,AGT-020,15.5
VER-003387,AGT-025,15.5
VER-008347,AGT-018,15.5
VER-009056,AGT-040,15.5
VER-007710,AGT-044,15.5
VER-004770,AGT-003,15.5
VER-001294,AGT-030,15.5
VER-001825,AGT-027,15.5
VER-002874,AGT-044,15.5
VER-004174,AGT-024,15.5
VER-002536,AGT-012,15.5
VER-009596,AGT-002,15.5
VER-001908,AGT-029,15.5
VER-000043,AGT-039,15.5
VER-009969,AGT-044,15.5
VER-000369,AGT-046,15.5
VER-006034,AGT-046,15.5
VER-001152,AGT-036,15.5
VER-001568,AGT-031,15.5
VER-007054,AGT-009,15.5
VER-007189,AGT-039,15.5
VER-007224,AGT-017,15.5
VER-008274,AGT-019,15.5
VER-004161,AGT-021,15.5
VER-004288,AGT-038,15.5
VER-002231,AGT-018,15.5
VER-007445,AGT-016,15.5
VER-000175,AGT-028,15.5
VER-001904,AGT-008,15.5
VER-001100,AGT-008,15.5
VER-008561,AGT-008,15.5
VER-003409,AGT-034,15.5
VER-001539,AGT-018,15.5
VER-002293,AGT-007,15.5
VER-009769,AGT-027,15.5
VER-001364,AGT-048,15.5
VER-006427,AGT-005,15.5
VER-007353,AGT-042,15.5
VER-005261,AGT-006,15.5
VER-007554,AGT-015,15.5
VER-007813,AGT-017,15.5
VER-000681,AGT-026,15.5
VER-009786,AGT-020,15.5
VER-008332,AGT-027,15.5
VER-003665,AGT-016,15.5
VER-006731,AGT-004,15.5
VER-001662,AGT-025,15.5
VER-000509,AGT-010,15.5
VER-000167,AGT-032,15.5
VER-005498,AGT-038,15.5
VER-008715,AGT-008,15.5
VER-001007,AGT-004,15.5
VER-008768,AGT-025,15.5
VER-001915,AGT-003,15.5
VER-003495,AGT-032,15.5
VER-009648,AGT-028,15.5
VER-005810,AGT-012,15.5
VER-007149,AGT-025,15.5
VER-004991,AGT-029,15.5
VER-002537,AGT-017,15.5
VER-001105,AGT-030,15.5
VER-003876,AGT-028,15.5
VER-008264,AGT-021,15.5
VER-001753,AGT-024,15.5
VER-005311,AGT-015,15.5
VER-005953,AGT-014,15.5
VER-007721,AGT-015,15.5
VER-002917,AGT-023,15.5
VER-008533,AGT-002,15.5
VER-005755,AGT-040,15.5
VER-000153,AGT-039,15.5
VER-005231,AGT-007,15.5
VER-005680,AGT-001,15.5
VER-003908,AGT-003,15.5
VER-009599,AGT-029,15.5
VER-002553,AGT-001,15.5
VER-002774,AGT-034,15.5
VER-008571,AGT-038,15.5
VER-003552,AGT-049,15.5
VER-003723,AGT-020,15.5
VER-007367,AGT-023,15.5
VER-000521,AGT-016,15.5
VER-008519,AGT-005,15.5
VER-009406,AGT-033,15.5
VER-004539,AGT-038,15.5
VER-006176,AGT-007,15.5
VER-009929,AGT-007,15.5
VER-001823,AGT-050,15.5
VER-004087,AGT-021,15.5
VER-006811,AGT-001,15.5
VER-009557,AGT-021,15.5
VER-008118,AGT-031,15.5
VER-009250,AGT-044,15.5
VER-000310,AGT-029,15.5
